Treating.Clinician,total,Hospital,target,percentage,jitter_total,jitter_target,jitter_percentage
90040184,1,Dandenong,0,0,1.003090814,0.003099941,0.003841173
90040773,4,Dandenong,1,25,4.004755412,0.996276677,25.00110399
90043890,1,Dandenong,0,0,0.996319889,0.003588404,-0.001727008
90044868,2,Dandenong,0,0,1.999182804,0.001160301,0.002460441
90047010,1,Dandenong,0,0,0.997239821,-0.004940425,-0.001256412
90047937,1,Dandenong,0,0,0.998937889,0.001366403,0.002130313
90049188,8,Dandenong,0,0,8.004405355,0.003161454,-0.000855645
90051139,9,Dandenong,0,0,9.00163205,0.002787772,0.002591462
90052916,9,Dandenong,0,0,9.002792826,0.002724111,0.002945646
90053104,3,Dandenong,0,0,3.004448608,-0.002633798,0.001738085
90053418,1,Dandenong,0,0,1.003246696,-0.000479936,-0.003924289
90054690,5,Dandenong,0,0,5.003948904,-0.004788116,0.002996239
90055388,2,Dandenong,0,0,2.002594308,-0.004735671,0.004706167
90056621,5,Dandenong,0,0,5.002680117,-0.000288592,0.004005427
90057408,5,Dandenong,0,0,4.996103738,0.003516837,-0.000909567
90057890,1,Dandenong,0,0,0.995042359,0.002760273,-0.002902725
90058786,1,Dandenong,0,0,0.997418256,-0.001965869,-0.004403101
90059584,3,Dandenong,0,0,2.995353268,-0.00487814,0.002951435
90060945,6,Dandenong,1,16,6.003130566,1.003425407,15.99826223
90060950,1,Dandenong,0,0,0.995176958,-0.000689987,0.000108581
90068267,12,Dandenong,1,8,12.00175065,1.00221524,7.998307162
90068451,4,Dandenong,0,0,4.004465807,-0.001986019,0.003607698
90071350,3,Dandenong,0,0,2.99800007,-0.002831307,-0.001010487
90072373,3,Dandenong,0,0,2.995485762,-0.004746922,0.002226967
90074642,1,Dandenong,0,0,0.99886788,-0.000200309,0.000951744
90075767,3,Dandenong,0,0,3.002703141,-0.001828277,0.003051269
90076316,3,Dandenong,0,0,2.999199686,-0.000406542,0.000675594
90080314,2,Dandenong,0,0,2.002766965,0.004640145,-0.004784029
90081957,1,Dandenong,0,0,0.99588728,0.002987589,-0.001957989
90082317,4,Dandenong,0,0,3.997450493,0.001431393,0.003133138
90082515,3,Dandenong,0,0,3.001991976,0.002004987,0.000353922
90083180,4,Dandenong,0,0,3.99539762,-0.001416655,0.001055677
90083199,4,Dandenong,0,0,3.997982888,-0.001214303,0.003325933
90085012,1,Dandenong,0,0,0.999213216,-0.003325046,0.00452244
90088199,4,Dandenong,0,0,4.002283948,-0.002651738,-0.004126325
90090296,5,Dandenong,0,0,5.00134187,-0.00065517,-0.001016594
90097823,7,Dandenong,0,0,6.999308329,-0.000779141,-0.002066885
90099752,6,Dandenong,0,0,6.004178619,0.002725248,0.004790807
90100582,7,Dandenong,1,14,6.996138391,1.002950837,13.99610632
90101219,2,Dandenong,0,0,2.002272128,-0.000889811,3.69308E-05
90102895,5,Dandenong,0,0,5.004892279,0.001563922,0.004260456
90104011,5,Dandenong,0,0,4.995617864,-0.001590573,0.000518848
90104880,3,Dandenong,0,0,3.003748336,0.004982081,0.001048395
90107017,3,Dandenong,0,0,3.000632407,-0.003187854,-0.002987425
90107765,7,Dandenong,0,0,6.99923439,-0.000240971,-0.000751573
90109083,2,Dandenong,0,0,1.998077253,0.004871492,0.000918404
90109179,1,Dandenong,0,0,0.998181558,0.001450014,-0.002349371
90112361,2,Dandenong,1,50,2.000848117,0.995476777,50.00380275
90112578,3,Dandenong,0,0,3.0012531,0.003018223,0.000294779
90113108,3,Dandenong,0,0,3.003611304,-0.001986516,-0.004220596
90115923,5,Dandenong,0,0,5.004736178,-0.004840838,-0.00376333
90116155,1,Dandenong,0,0,0.995702998,-0.004853584,-0.000720247
90117588,3,Dandenong,0,0,3.003956745,-0.004440592,-0.002904162
90118204,2,Dandenong,0,0,2.003354772,0.002267072,0.003280417
90119011,1,Dandenong,0,0,0.995280353,0.004370812,0.000942483
90119742,5,Dandenong,1,20,4.995454125,1.00413299,20.00361496
90119988,1,Dandenong,0,0,1.003583757,0.004138435,0.001790662
90123274,4,Dandenong,0,0,4.00220652,0.000372419,0.00203543
90123339,2,Dandenong,0,0,1.999335286,-0.002041564,-0.002116579
90124202,7,Dandenong,0,0,7.004346382,-0.003353242,0.004720381
90124438,1,Dandenong,0,0,1.003194648,-0.004561835,-0.000138584
90124439,4,Dandenong,0,0,4.000360614,0.004356789,0.000314281
90124446,1,Dandenong,0,0,0.995043884,-0.003979741,-0.001627022
90124447,5,Dandenong,0,0,4.995517618,0.001406296,0.00312852
90124449,10,Dandenong,0,0,9.99617744,0.00093538,-0.003411235
90124459,2,Dandenong,0,0,2.002285497,0.00302059,0.000798396
90124499,1,Dandenong,0,0,1.000306497,0.004540844,0.002338856
90124515,1,Dandenong,0,0,1.003154784,-0.003834733,-0.004842218
90124517,4,Dandenong,0,0,4.002646553,0.002123848,0.002404583
90124561,6,Dandenong,0,0,6.001955109,-0.004575187,-0.004934959
90124565,2,Dandenong,1,50,2.00178612,0.995274537,50.00357386
90124570,1,Dandenong,0,0,0.995722854,0.003989483,-0.002122586
90139416,1,Dandenong,0,0,1.000114522,0.001135723,0.004207857
90140978,1,Dandenong,0,0,0.999476007,-0.001945035,-0.002664569
90144627,5,Dandenong,0,0,4.998672184,-0.00319509,-0.00351563
90144754,1,Dandenong,0,0,1.003013357,-0.000895745,-0.000581652
90145198,1,Dandenong,0,0,1.002640617,0.00211323,-3.31874E-05
90145457,1,Dandenong,0,0,1.001109111,0.004211055,-0.004309758
90145469,5,Dandenong,0,0,5.000083239,-0.002714759,0.000957222
90146286,1,Dandenong,0,0,1.000493147,0.004010319,-0.004557916
90148374,1,Dandenong,0,0,0.997623742,-0.000930836,-0.001635165
90154371,5,Dandenong,0,0,5.000106156,-0.00426353,-0.001053396
90156769,1,Dandenong,0,0,0.996196499,-0.000761266,-0.002653156
90160647,1,Dandenong,0,0,0.99769115,0.000648683,-0.004907613
90160650,3,Dandenong,0,0,2.995538481,0.003187006,-0.00140407
90160968,1,Dandenong,0,0,0.996304397,0.001468177,0.002318759
90162772,1,Dandenong,0,0,0.99533217,0.002784556,0.000827752
90164142,2,Dandenong,0,0,1.998058141,0.004898955,0.000877576
90165844,2,Dandenong,0,0,1.997928604,-0.000904976,-0.002093952
90000541,3,Casey,0,0,3.001501072,0.002597243,0.00202219
90000926,3,Casey,0,0,2.99755239,0.00132599,-0.000105034
90000999,1,Casey,0,0,1.0044094,-0.00192235,-0.004471776
90001660,2,Casey,0,0,2.004372673,-0.000643324,0.004527484
90002776,7,Casey,0,0,7.004380441,-0.002754695,0.00038952
90003149,2,Casey,0,0,1.998159396,0.004400552,0.002733884
90003195,2,Casey,1,50,2.004967221,0.99849841,50.00331372
90003244,4,Casey,0,0,4.004845192,0.00065716,0.003955774
90003309,1,Casey,0,0,0.998585676,-0.001997777,-0.001413525
90004178,1,Casey,0,0,1.003862519,-5.8646E-05,0.004096353
90005028,1,Casey,0,0,0.995176216,0.001481279,0.004505831
90005109,5,Casey,0,0,5.001746436,0.00487517,0.002000378
90005353,1,Casey,0,0,0.999142873,-0.003094259,-0.00403502
90005369,7,Casey,0,0,6.998314362,-0.003301423,-0.004088854
90007275,4,Casey,0,0,4.004181092,0.001072673,-6.32032E-05
90007788,1,Casey,0,0,1.002643781,-0.000394188,0.003131436
90008018,9,Casey,0,0,8.998147992,0.002637657,-0.003563454
90011578,15,Casey,0,0,14.99788574,-0.002615894,0.000767488
90013900,5,Casey,0,0,4.996351764,-0.003407469,-0.002788959
90014727,2,Casey,0,0,1.995234297,-0.003029606,0.004214906
90015608,1,Casey,0,0,0.996409658,-0.003472256,-0.003993447
90018068,5,Casey,0,0,4.999751745,-0.001556755,0.003689658
90018863,13,Casey,1,7,12.99558497,0.99630054,6.995007906
90024223,4,Casey,0,0,4.002466677,-0.000935763,0.000767134
90024716,1,Casey,0,0,0.998210266,-0.001420054,-0.002947945
90027194,1,Casey,0,0,1.000142348,-0.002068989,0.000811379
90028087,1,Casey,0,0,0.995339567,-7.5968E-05,-0.003649499
90029255,1,Casey,0,0,1.001194654,0.002300018,0.00249029
90031199,3,Casey,0,0,3.00291798,0.001439674,0.002750157
90032676,6,Casey,1,16,5.995733128,0.995740357,16.00270903
90033661,3,Casey,1,33,2.998041848,1.002603211,32.99880995
90034785,7,Casey,0,0,6.997787294,0.004897937,-0.001540797
90034958,1,Casey,0,0,1.002816928,-0.002108479,0.002838209
90035140,1,Casey,0,0,1.001372688,0.000503776,-0.004955425
90038386,5,Casey,0,0,5.000054016,-0.003392792,0.000672081
90039000,7,Casey,0,0,7.002502865,-0.001548321,-0.004912532
90039551,9,Casey,0,0,9.002247411,-0.003404625,-0.003594204
90039776,2,Casey,0,0,2.002208915,-0.001957023,0.002901475
90040881,6,Casey,0,0,5.998711419,0.001258733,0.003693212
90041374,1,Casey,0,0,0.996575451,-0.00224396,-0.000407595
90043759,6,Casey,1,16,6.002866853,1.000964181,15.9954895
90044135,14,Casey,0,0,13.99945872,0.004181473,0.004125538
90044868,8,Casey,0,0,8.004241885,0.004433731,-0.002828835
90046308,10,Casey,0,0,10.00281223,0.003990941,0.004129982
90046416,9,Casey,0,0,8.997845885,0.003242114,-0.000297462
90047604,2,Casey,0,0,2.002412913,-0.001692756,0.002394744
90048709,4,Casey,0,0,4.004683495,0.00286703,-0.00246615
90052753,2,Casey,0,0,1.995367767,0.000449888,0.00028083
90053409,9,Casey,0,0,9.000807988,0.000701472,-0.000422255
90053418,1,Casey,0,0,0.999380338,0.000587415,0.001743148
90053715,8,Casey,0,0,8.004417992,0.00418974,0.001327386
90054690,6,Casey,0,0,6.003313581,0.003335884,0.003589215
90055388,4,Casey,0,0,4.003702139,-0.003975473,0.001096326
90056621,4,Casey,0,0,3.997018672,-0.001893033,0.003021855
90056792,6,Casey,0,0,6.002700765,0.002870399,0.000826127
90057415,3,Casey,0,0,2.998384012,0.004261247,0.004539824
90059584,1,Casey,0,0,0.996904919,0.002818539,-0.004295836
90060746,4,Casey,0,0,4.001462144,-0.004993701,-0.000616626
90060945,1,Casey,0,0,1.002751946,-0.004580585,-0.003125642
90061220,5,Casey,0,0,4.99618162,0.004221115,0.001161447
90063200,8,Casey,0,0,7.999334395,-0.001408097,-0.004254367
90064512,10,Casey,1,10,9.996968652,1.000900222,10.00435183
90069969,4,Casey,0,0,4.003579024,-0.002263427,0.003795894
90070899,1,Casey,0,0,0.998683701,0.004852903,-0.002026155
90071662,9,Casey,0,0,8.997349361,-0.003237919,-0.004099353
90071914,4,Casey,0,0,4.003707308,0.002886207,-2.11878E-05
90074347,5,Casey,0,0,5.000286711,0.001463103,-0.002934773
90074963,4,Casey,0,0,4.002464952,0.003636971,0.002749392
90075767,4,Casey,0,0,4.004766948,0.002176281,0.003391448
90076316,3,Casey,0,0,3.000539644,0.000241509,0.002360909
90077628,12,Casey,0,0,12.00486108,-0.001295219,0.004555005
90078140,4,Casey,0,0,3.995547138,0.004367058,0.00148206
90078263,7,Casey,0,0,7.000635991,-0.002888651,0.004922039
90078814,2,Casey,0,0,1.996015625,-0.003483758,0.00125224
90079400,1,Casey,0,0,0.995349783,-0.003310377,0.004992081
90082515,15,Casey,0,0,15.000132,-0.003848112,0.001396231
90082524,2,Casey,0,0,2.002024626,-0.001447939,-0.001857665
90082724,15,Casey,2,13,14.99597568,2.002838618,13.00445444
90083027,7,Casey,0,0,6.998795867,-0.004912951,0.004576704
90083180,7,Casey,0,0,7.001125948,-0.002193326,-0.000513499
90085012,4,Casey,0,0,4.004225685,-0.004659318,-0.003171456
90085693,1,Casey,0,0,1.002848743,0.003300451,-0.001630924
90085715,5,Casey,1,20,5.0026236,0.997199564,20.00378562
90086136,24,Casey,0,0,23.99851372,0.002837898,-0.001633862
90086511,14,Casey,0,0,13.99840025,-0.00493456,-9.51682E-05
90088199,7,Casey,0,0,7.000258622,0.003897165,0.002196212
90089123,10,Casey,0,0,10.00274734,-0.004143353,-0.004538882
90089947,8,Casey,0,0,8.004138259,-0.000815232,0.001384068
90089975,7,Casey,0,0,7.001072872,-9.46018E-05,-0.000642923
90090681,8,Casey,0,0,8.000517733,-0.001797927,0.003923842
90093190,1,Casey,0,0,1.004229524,-0.004235996,0.00433446
90094007,3,Casey,0,0,2.997655055,-0.000764812,-0.001183855
90094829,2,Casey,1,50,2.00467942,0.999464048,49.99541733
90095252,5,Casey,0,0,5.004892464,0.002844347,-0.00227558
90097823,5,Casey,0,0,4.996488731,0.000958068,-0.002193932
90098405,5,Casey,0,0,4.997090784,-0.001157651,-0.002988181
90098753,7,Casey,0,0,7.004430856,-0.003404417,-0.002681937
90100013,9,Casey,0,0,8.995619803,-0.001455734,0.003502806
90101274,24,Casey,0,0,23.99562201,-0.003664203,-0.003211759
90102895,1,Casey,0,0,1.002995548,-0.003531357,0.002452377
90103318,23,Casey,0,0,23.00161761,-0.002365747,0.003702648
90104011,8,Casey,0,0,8.002999552,0.003612197,0.004033598
90104797,5,Casey,0,0,5.000982497,-0.00253416,0.000658904
90105952,3,Casey,1,33,3.003631738,0.996224211,33.00267536
90109179,2,Casey,0,0,1.995786153,-0.003802985,-0.001210019
90109536,3,Casey,0,0,3.000407056,0.002061238,-0.002203423
90111234,1,Casey,1,100,1.004399448,0.99842062,99.99539414
90111258,1,Casey,0,0,0.996795608,0.000613565,-0.001609629
90111265,1,Casey,0,0,1.000571101,-0.001399833,-0.002683173
90112083,3,Casey,0,0,2.99552314,0.001916951,0.000299573
90113883,11,Casey,0,0,11.00055544,-0.00146616,-0.000896864
90115768,3,Casey,0,0,3.000338166,-0.002763448,0.002958452
90116155,4,Casey,1,25,4.003022094,0.998715132,24.99616095
90117588,7,Casey,1,14,6.999321034,1.003952822,14.00048915
90117635,5,Casey,0,0,5.002252403,0.004708814,-0.002693809
90119071,3,Casey,0,0,2.998867261,-0.004680659,0.000952162
90119715,4,Casey,0,0,4.001457117,0.003906462,0.003208253
90119742,4,Casey,0,0,3.995588811,-0.004611974,-0.002071668
90119860,1,Casey,0,0,0.996457502,-0.001725113,0.004986642
90122677,2,Casey,0,0,1.996872202,-0.000417803,0.002619921
90123231,7,Casey,1,14,7.004109261,1.001917167,14.00449982
90123234,1,Casey,0,0,1.000271959,-0.001575526,-0.000648861
90123243,3,Casey,0,0,3.000252935,-0.004935294,0.004696906
90123255,3,Casey,0,0,2.996507855,0.003275928,-0.001943997
90123258,3,Casey,0,0,2.998879783,-0.002299107,-0.00315688
90123261,3,Casey,0,0,3.003336081,0.002934941,0.004519923
90123262,8,Casey,0,0,8.002821204,0.003493845,0.004327054
90123265,5,Casey,0,0,4.997090958,-0.001491667,-0.0048844
90123274,5,Casey,0,0,4.998953322,-0.00107,0.002757292
90123284,4,Casey,0,0,3.997723164,-0.000446525,0.003942171
90123295,1,Casey,0,0,1.002848732,0.004937533,0.001625339
90123296,3,Casey,0,0,2.998011859,0.002342538,0.003057781
90123301,4,Casey,0,0,3.99773084,0.003830385,-0.002624441
90123323,4,Casey,0,0,3.997065812,-0.002537487,-0.001441251
90123332,1,Casey,0,0,1.004233453,0.003755195,0.004991682
90124199,5,Casey,0,0,4.998196189,0.00339904,0.00399722
90124202,8,Casey,0,0,8.004905175,-0.001390329,0.003976654
90124438,14,Casey,0,0,13.99534076,0.002514077,-0.002778894
90124439,10,Casey,0,0,10.00466429,-0.00457039,0.000706726
90124440,26,Casey,0,0,26.00178582,-0.003369322,-0.001893865
90124441,7,Casey,0,0,6.997985016,0.003040982,-0.001499354
90124443,3,Casey,0,0,2.995888682,-0.000199733,-0.000177829
90124445,6,Casey,0,0,6.001825934,0.000965415,0.002621787
90124446,6,Casey,0,0,5.99943137,0.003837718,0.002292857
90124447,7,Casey,0,0,7.004720483,-0.004045743,0.001190967
90124449,2,Casey,0,0,2.001123412,6.45231E-05,-0.000472731
90124491,5,Casey,0,0,5.003432039,-0.003400174,-0.004534328
90124502,5,Casey,1,20,5.00253524,1.003970457,20.00159642
90124508,11,Casey,0,0,11.00464591,-0.003210185,-0.00282352
90124539,1,Casey,0,0,1.002552105,-0.000979601,0.004495986
90124543,2,Casey,0,0,2.002907034,0.003798133,0.001349418
90124552,2,Casey,0,0,1.998700948,-0.004482019,-0.00323316
90124570,2,Casey,0,0,2.000479949,0.003743344,0.002391682
90124574,7,Casey,0,0,6.996771024,-0.001569338,0.00249482
90124612,5,Casey,0,0,4.996375827,0.002783801,0.001862273
90124642,11,Casey,1,9,10.99562804,1.004948702,9.000495757
90124936,5,Casey,0,0,4.999629556,0.004659216,0.001511947
90124939,1,Casey,0,0,0.99507119,-0.002799648,-0.003552328
90132167,29,Casey,0,0,28.99588348,0.00418414,-0.004735121
90135325,12,Casey,1,8,11.99786591,1.001044624,8.000101392
90137181,1,Casey,0,0,0.997297673,0.003564459,-0.003689898
90137813,19,Casey,2,10,19.00345428,2.001784576,10.00241991
90140200,3,Casey,0,0,2.997140323,0.000446483,0.001083821
90141465,3,Casey,0,0,2.999999279,-0.001514311,0.004245679
90142803,2,Casey,0,0,1.997535038,-0.001840806,0.003870042
90142812,3,Casey,0,0,2.999279451,-0.002959048,-0.002091873
90142827,6,Casey,0,0,6.000007362,0.004217635,0.000553571
90142841,7,Casey,1,14,6.998652794,0.997183615,14.00457157
90142861,1,Casey,0,0,0.999030315,0.004555062,-0.004473899
90142863,1,Casey,0,0,1.001326507,0.004149741,-0.002692529
90142876,1,Casey,0,0,1.002964087,-0.001833781,0.003956173
90142879,1,Casey,0,0,1.001961403,-0.001722795,0.002466486
90144220,4,Casey,0,0,4.001539815,0.004525178,-0.004747477
90144606,1,Casey,0,0,1.002292379,0.004584121,0.001302126
90144629,28,Casey,0,0,27.99914248,-0.00456295,-0.0035945
90144646,8,Casey,0,0,8.001401394,0.001701242,-0.003277799
90144872,30,Casey,2,6,30.00102318,2.003151556,5.995788924
90144933,7,Casey,0,0,6.997974463,0.003222817,0.000644803
90144951,7,Casey,0,0,6.997180697,0.004946848,0.001801964
90145292,1,Casey,0,0,1.004566196,0.002376964,-0.001953841
90145323,2,Casey,0,0,2.000853315,0.001519315,0.004836207
90145385,5,Casey,0,0,5.00117375,0.000319884,-0.002202905
90145408,3,Casey,0,0,2.996241236,0.000707657,-0.002116049
90145507,1,Casey,0,0,1.003554633,-0.001858764,0.004690612
90145525,5,Casey,1,20,4.997016172,1.003037808,19.99620964
90145741,5,Casey,0,0,4.999183838,-0.002491601,-0.000744897
90145901,31,Casey,0,0,30.99815853,0.000344427,-0.004311342
90146246,2,Casey,0,0,2.00492058,-0.003400526,0.002006166
90148355,5,Casey,0,0,4.997980997,0.001283883,-0.003053384
90152266,2,Casey,1,50,2.00101053,0.999116563,49.99996146
90152983,1,Casey,0,0,1.003657265,0.001059261,-0.001993896
90153760,6,Casey,0,0,6.003202546,0.003390782,-0.002795532
90154175,6,Casey,2,33,5.999529578,2.004334997,32.99930008
90154449,2,Casey,0,0,2.000722372,-0.002339879,0.003577401
90160353,2,Casey,0,0,2.004275635,0.000489154,-0.002266146
90160622,1,Casey,0,0,0.995306877,0.000504027,-0.003809989
90160655,1,Casey,0,0,0.998238714,0.0034117,-0.003488792
90161096,4,Casey,0,0,3.998502532,-0.002778044,-0.001441262
90161173,2,Casey,0,0,2.001795419,-0.002728845,0.000328573
90161944,4,Casey,0,0,4.002545376,-0.004028827,0.003783031
90162065,17,Casey,0,0,16.99626224,0.003734511,0.002511025
90162082,8,Casey,0,0,7.997746385,-0.002810732,0.000631767
90162770,7,Casey,1,14,6.996212087,1.000548162,14.00269266
90162832,1,Casey,0,0,0.995231994,-0.004316891,0.001677756
90162880,4,Casey,0,0,4.001200791,-0.002946373,0.003000084
90162925,17,Casey,1,5,16.99913156,0.99849217,5.001717381
90162953,2,Casey,0,0,2.001678971,0.001867045,0.00092273
90163243,4,Casey,0,0,3.996648186,0.00303998,-0.002623171
90164074,1,Casey,0,0,1.00006934,-0.002845655,0.002380935
90164194,1,Casey,0,0,0.995906123,-0.003474411,0.004757526
90164305,8,Casey,0,0,8.001434126,0.000596313,0.002957873
